duration,wage-increase-first-year,wage-increase-second-year,wage-increase-third-year,cost-of-living-adjustment,working-hours,pension,standby-pay,shift-differential,education-allowance,statutory-holidays,vacation,longterm-disability-assistance,contribution-to-dental-plan,bereavement-assistance,contribution-to-health-plan,class
2,4.441757,6.962048,2.066967,2,39,2,6.547483,5,0,9.891512,0,1,1,1,0,0
2,4.095394,4,2.062003,2,38.461357,0,7.822718,14.587908,0,15,1,1,1,1,0,0
1,4.676254,4,5,0,40,2,2,5,0,11,0,1,1,1,2,1
2,2.716815,4,1.986004,2,38.537002,0,2,4,0,9.665303,0,0,1,1,2,0
3,6.75608,4.523194,5,1,38.033182,2,2,3,1,11,1,1,0,1,1,1
2,4.52014,4,5,0,37.360007,2,2,4,0,11,2,1,1,1,1,1
3,3.82595,1.853555,5,1,40,1,2,13.131444,0,11,1,1,0,1,1,1
2,4.524799,4,5,0,40,2,2,4,0,11,2,1,1,1,1,1
2,5.510476,6.309966,5,2,40,2,2,4,0,12,1,1,2,1,2,1
2,1.992284,2.979773,2.097699,1,40,0,2,3,0,13,0,1,1,1,1,0
3,5.764668,6.306265,5.1,0,38.043577,2,2,3,0,13,2,1,2,1,2,1
2,4.455077,4,5,1,34.83721,2,2,3.80643,0,11,2,1,2,1,2,1
2,4.355544,4.683697,5,0,37.669768,2,2,0.772845,1,9.391647,2,1,2,1,1,0
3,3.885302,4,5,0,31.297507,2,2,3,0,11,0,1,1,1,0,1
2,4.493338,5.191309,5,1,32.767935,2,2,4,1,11,0,0,2,0,0,1
2,3.004214,2.079552,5,0,40,2,3.832099,3,0,11,2,0,0,0,1,0
2,3.658259,4,5,0,40,1,2,3,0,11,0,0,0,1,0,0
1,2.01337,4,5,2,40,0,2,3,0,11,0,0,1,1,2,0
3,3.985183,4,5,2,40,2,12.19881,26.331505,0,11,1,1,2,1,2,1
1,5.170505,4,5,0,36.723092,2,2,1.596239,0,12,0,1,1,1,1,1
2,3.743057,6.621101,4.549411,0,40,0,2,3,0,13,0,1,0,1,2,0
1,2.048701,4,5,2,39.626024,0,2,3,0,9.012973,0,0,1,0,0,0
3,3.799732,4,5,1,37.46561,2,12.688145,5,0,11,1,1,1,1,2,1
3,3.193649,4.66774,5,0,40,2,2,3,0,11,1,1,1,1,2,1
3,3.863171,5.128723,5,0,37.668966,2,2,5,0,11,2,1,2,1,2,1
3,4.015796,4,5,0,40,2,2,3,1,11,0,1,1,1,2,1
1,2.528923,4,5,0,40,2,2,5,0,13,0,1,1,1,2,1
3,5.808644,5.647387,5,2,37.848446,2,2,3,0,13,2,1,1,1,2,1
1,4.507507,7.03885,5,1,35.350224,2,2,7.865049,0,13,2,1,1,1,1,1
1,1.992225,2.809878,5,0,39,0,2,3,0,11,1,1,1,1,2,0
3,2.036928,2.32257,5,0,40,0,2,1.248124,0,11,0,0,0,0,0,0
1,5.991658,3.150248,5.1,0,40,2,2,3,1,11,2,1,0,1,2,0
1,2.041582,4,3.340558,0,40,2,2,3,0,13,0,1,0,1,2,0
3,2.968402,2.607878,2.079915,2,37.576795,2,2,3,0,10.509492,2,0,0,1,0,0
2,2.218272,2.946633,5,1,40,0,2,3,0,9.446456,0,0,1,1,2,0
2,2.699587,6.444645,5,0,30.941239,2,10,4,0,11,1,1,2,1,2,1
2,6.313825,6.318682,5,0,40,2,2,3,0,12,0,1,1,1,2,1
1,4.397295,2.631361,5,1,37.01302,0,2,5,0,11,0,1,0,1,2,0
3,2.033263,2.176257,5,0,40,0,2,4,0,12,0,0,1,1,1,0
2,4.01045,4,5,2,40,2,2,5,1,15,2,1,0,1,2,0
2,4.150268,4,5,2,38.312927,2,2,3,0,12,2,1,1,1,2,1
2,4.464729,4,5,0,32.930537,2,2,4,0,12,2,1,1,1,2,1
2,2.65802,2.97754,1.959417,2,40,1,2,4,0,9.375567,0,1,1,1,2,0
2,4.663209,4,5,0,40,2,4.442134,4,0,11,1,1,2,1,2,1
2,2.712233,2.947254,5,0,40,1,2,3,0,8.908115,0,0,0,0,0,0
3,4.43582,4,2.019142,0,37.98857,2,2,19.703543,0,9.692246,0,1,1,1,2,1
2,4.39006,4,4.544495,0,40,2,2,4.871222,0,13,1,1,2,1,2,1
2,2.793495,3.134166,5,0,40,2,2,3,0,11,0,1,1,1,2,0
2,4.514259,4.394899,5,0,40,1,2,4,0,11,0,1,1,1,2,1
2,4.456333,4,5.1,0,40,2,2,4,0,9.148043,2,1,1,1,2,1
3,2.066462,2.113282,5,0,38.151895,2,2,5,0,11,1,1,1,1,2,0
2,2.057356,2.839959,5,0,40,1,2,3,0,9.321131,0,0,1,1,1,0
2,4.535628,5.555112,1.988434,0,29.863793,2,2,3,0,8.983259,2,1,0,1,1,1
2,4.466572,2.159746,5,0,40,2,2,3,0,11,2,1,1,1,2,1
2,4.350659,4,3.131289,0,40,2,2,3,0,9.70396,2,1,1,1,2,1
2,4.033833,4.670503,5,0,40,1,14,3,0,12,2,0,1,1,1,0
3,3.673907,3.044799,5,0,40,2,2,3,0,12,1,1,2,1,2,1
3,3.969198,5.566355,5,0,37.428582,2,2,3,0,12,2,1,1,1,2,1
2,4.459222,4,5,0,38.310547,2,2,3,1,15,1,1,1,1,1,1
2,1.985111,3.33139,5,0,40,2,2,3,0,12,1,1,1,1,2,0
3,3.69375,2.624259,5,0,34.626633,2,2,5,0,12,2,1,1,1,2,1
3,3.370444,4,5,1,40,2,2,7.105361,0,12,1,1,1,1,2,1
2,5.826073,4,5,1,36.892796,2,2,13.661521,0,12,2,1,1,1,2,1
3,4.45055,4.477774,5,0,38.55164,2,2,11.796122,1,12,1,1,0,1,1,1
2,4.454526,4.676115,5,0,37.243772,2,2,3,0,12,2,1,1,1,1,1
2,2.747683,4.94804,2.160642,2,39,1,2,3,0,10.104804,2,1,1,1,2,0
3,2.039438,4.897573,5,0,37.293166,2,2,5,0,12,1,1,1,1,2,0
1,2.447118,2.322584,5,0,34.879879,2,2,1.379685,0,11,2,1,2,1,2,1
1,5.55908,3.089318,5,0,34.156136,2,2,16.057567,0,12,1,1,1,1,1,1
3,4.068499,4,5,0,32.385621,2,2,3,0,13,2,1,2,1,2,1
2,3.729469,4,3.633108,1,38.373549,0,2,3,1,13,1,0,0,1,0,0
2,5.931982,4.111972,5,0,40,2,2,3,0,11,1,1,1,1,2,1
1,1.980979,4,2.070792,2,40,0,2,0.828115,0,9.90603,1,1,1,1,2,0
3,3.521511,5.697596,5,0,40,2,2,3,0,9.762432,1,1,1,1,1,1
3,3.598141,4,5,0,33.35282,2,6.184346,1.954489,0,11,2,1,1,1,2,1
3,3.891572,7.274863,5,1,40,2,2,3,0,12,2,1,1,1,2,1
3,5.823102,4.424032,5,0,37.412893,2,2,3,0,11,0,1,2,1,2,1
1,5.945569,4,5,0,40,2,2,1.034033,0,11,2,1,1,1,2,1
3,3.848156,4,5,0,40,2,2,3,0,12,1,1,0,1,1,1
3,3.825956,4,5,0,30.56091,2,2,3,0,12,2,1,1,1,2,1
3,3.600407,6.036779,5,0,38.161137,2,2,4,0,12,2,0,1,0,2,1
2,5.625391,4.554551,5,0,33.632979,1,2,3,0,11,2,1,1,1,2,1
3,3.383722,4,5,1,40,2,2,5,0,15,2,1,0,1,1,1
2,2.767171,2.738177,5,0,37.147688,2,2,5,1,11,2,1,1,0,0,1
2,2.955431,3.036021,2.065496,1,35.836248,0,2,3,0,13,2,1,1,1,0,0
2,4.497676,4.463642,5,0,32.011091,2,3.795831,14.047927,0,9.970644,1,1,2,1,2,1
3,3.40287,4,5,0,40,2,2,21.747762,1,11,0,1,1,1,2,1
3,3.911007,4,5,1,37.156838,2,2,3,0,9.71054,2,1,1,1,2,1
2,7.138171,4.581612,5,1,37.38374,2,2,5,0,11,0,1,2,1,2,1
2,4.593374,4,5,0,34.536032,2,2,4,0,11,2,1,1,1,2,1
2,3.915707,4,5,0,40,2,2,3,0,11,2,0,1,1,2,0
3,4.577615,4.801379,5,0,33.963312,2,2,3,0,11,0,1,1,1,1,1
2,6.026677,4.160616,5,0,37.458063,0,2,5,0,11,2,1,1,1,1,1
2,2.72553,2.326291,5,2,40,0,2,3,0,12,0,0,0,0,0,0
3,3.405548,6.551246,2.280294,1,40,2,2,3,0,12,0,1,1,1,1,1
1,2.053976,4,5,0,39,0,2,3,1,11,2,1,0,1,2,0
1,2.584288,2.275103,5,0,37.518738,2,2,2.743457,0,12,2,1,1,1,2,1
1,2.949656,2.545738,5,0,33.010346,0,2,3,0,11,2,0,1,1,1,0
2,6.429972,4.338417,5,0,40,2,2,3,0,15,1,1,1,1,2,1
2,2.266885,2.216961,1.97854,2,40,2,2,5,0,9.410109,0,0,1,0,1,0
1,2.005049,4,5,0,40,0,2,4,0,10.517474,0,0,1,0,2,0
2,3.619061,4,5,0,40,2,2,3,0,12,0,0,0,1,0,0
1,2.015585,4,2.817237,0,40,1,10.142361,31.263087,1,15,1,1,0,0,1,0
2,5.814034,4,5.1,0,40,2,2,3,0,10.158168,2,0,2,0,2,1
2,2.3653,3.446934,5,0,40,0,2,3,0,12,1,1,1,1,2,0
2,4.22186,4,5,0,40,2,13.687628,5,0,12,2,1,2,1,2,1
2,3.849739,4,5,0,34.875432,0,2,3,0,11,2,1,0,1,2,0
1,3.478599,6.343338,5,1,40,2,2,5,0,12,0,1,1,1,2,0
2,2.01851,4.708393,5,0,38.098733,2,2,4,0,12,0,1,2,1,2,1
2,4.463917,4.626862,4.505988,0,37.209605,2,2,11.046652,0,13,2,1,1,1,2,1
2,5.356999,4.982686,5,0,40,2,2,12.500611,0,12,0,1,2,1,2,1
3,4.51277,4,5,0,40,2,2,3,1,11,0,1,0,1,1,1
1,6.675257,4,5,0,37.862744,1,2,1.812979,0,15,2,1,1,1,1,1
2,3.560794,3.203472,5,0,33.996012,2,12.716811,1.66999,0,12,2,1,0,1,2,1
1,2.009376,4,1.957208,0,40,2,8.076195,5.429615,0,10.116945,2,0,1,0,1,0
3,1.999715,3.315043,5,0,40,2,2,3,0,13,1,0,1,1,1,0
3,6.978132,4.438709,5,0,40,0,2,-0.125026,1,11,1,1,0,1,2,0
3,5.14734,6.278563,2.017806,2,38.451641,1,2,3,0,9.704842,0,0,1,1,0,0
3,2.877192,2.347387,5,0,37.754137,1,2,3,1,9.384366,0,0,0,1,0,0
2,6.617002,5.984695,5,0,40,2,2,5,0,11,0,1,1,1,2,1
3,3.9383,4,5,0,36.173829,2,2,3,0,12,2,1,2,1,2,1
2,4.552979,4,5,0,40,2,2,4,1,15,1,1,1,1,2,1
1,2.031248,4,5,2,40,2,2,3,0,9.893001,0,1,1,1,0,0
2,5.415155,4.525587,5,0,38.740218,2,2,5,0,12,1,1,1,1,2,1
2,3.611817,2.310239,5.1,2,40,0,2,2.819142,0,9.153553,0,1,1,1,2,0
2,4.395239,4,5,0,40,0,2,3,0,10.056136,0,1,1,1,0,0
1,1.960651,4,5,0,39,0,7.741741,4,0,9.500998,0,1,1,1,2,0
3,3.670823,2.077152,5,1,33.540047,2,2,3,0,11,2,1,1,1,2,1
2,6.698827,5.695807,5,1,36.60212,2,12.547683,4,0,12,1,1,2,1,2,1
3,5.476723,4.6418,5,0,29.073439,2,2,3,0,11,0,1,1,1,2,1
3,6.841424,4.158776,5,0,40,2,14,3,0,9.693991,0,1,1,1,2,1
2,5.620205,3.068448,5,2,40,1,2,3,0,11,1,1,2,1,2,1
1,6.806365,5.277843,5,2,38.088104,0,2,3,1,9.443592,1,1,0,1,2,0
2,2.047148,3.250316,5,2,38.296813,2,2,3,0,10.478528,1,0,1,1,1,0
1,3.297631,4,5,0,40,1,10,21.007129,0,11,1,1,1,1,2,1
2,6.29806,5.30554,5,2,40,0,2,3,1,10.058378,1,1,0,0,1,0
2,1.918935,1.897446,1.993403,0,39,2,2,5,0,12,1,1,0,1,2,0
2,4.603072,4.451575,3.236096,0,40,2,2,5,0,10.191585,1,1,2,1,2,1
2,5.417332,2.958543,2.418545,0,40,2,2,4.148484,0,8.903381,2,1,2,1,0,1
1,4.451255,3.020029,5,0,37.665371,2,2,4,0,12,0,1,2,1,1,1
3,1.99251,4.695565,2.030754,0,40,2,2,5,1,9.806107,1,1,0,1,0,0
1,4.508264,4,5,2,39,0,2,3,0,11,1,1,0,1,0,0
3,3.616706,4,5.1,0,40,2,2,5,1,15,1,1,0,1,2,1
3,2.021409,4.459255,5,0,37.853797,2,14,5,1,11,1,1,1,1,2,1
2,3.148978,2.316407,5,0,40,2,2,3,0,12,0,1,0,1,2,0
2,4.040365,5.464348,5,2,40,1,2,3,0,9.613123,1,1,1,1,2,1
3,5.825649,3.613901,5,1,40,2,2,3,0,11,2,1,1,1,2,1
2,2.778625,4.40135,5,0,38.28067,2,2,3,0,12,2,1,1,1,2,1
2,5.377215,4,5,0,40,2,2,3,0,11,1,1,2,1,2,1
3,5.467595,4.529168,5,0,36.225408,2,12.836865,4,0,9.887952,1,1,0,1,0,1
3,4.402807,4.610888,5,0,38.032736,2,9.326752,4,1,9.88359,0,1,1,1,2,1
3,3.914931,4,5,1,40,2,2,3,0,12,1,1,2,1,2,1
3,4.485256,4.665388,5,0,40,2,2,3,1,11,0,1,2,1,2,1
3,1.985357,2.470096,5,0,37.170207,0,2,3,0,12,1,1,1,1,0,0
3,3.732036,4.863169,5,0,37.377041,2,14,3.892266,0,11,2,1,1,1,2,1
1,6.113435,2.493763,5,0,40,2,2,1.550935,0,12,0,1,2,1,2,1
3,5.789109,4.897276,5,0,38.05465,2,2,3,0,15,0,1,1,1,1,1
2,4.296947,2.423786,5,2,37.866948,2,2,3,0,9.823869,1,1,0,1,0,1
3,4.975195,4.881313,5,0,37.936822,2,2,0.202149,0,11,0,1,2,1,2,1
2,4.495341,3.194207,5,0,38.161385,2,2,3,1,11,1,1,1,1,2,1
3,5.98433,4.568683,2.912581,0,37.698805,2,2,3,0,10.740633,2,1,1,1,2,1
3,1.982999,4.366691,3.328528,0,34.142268,2,2,2.160681,1,12,2,1,1,1,1,1
3,4.106961,5.347249,5,0,31.879389,2,2,3,0,11,0,1,2,1,2,1
3,4.425835,4.590378,3.198107,0,37.75492,1,2,3,0,9.488646,2,1,2,1,2,1
3,3.454874,4,5,1,40,2,2,1.009341,0,11,1,1,2,1,2,1
2,3.878951,4,5,1,40,2,2,4,0,11,2,1,2,1,2,1
2,4.498402,4,5,0,35.184895,2,12.740214,3,0,12,2,1,2,1,2,1
2,4.504572,4,5,1,38.170875,2,2,3,1,11,0,1,1,1,2,1
2,3.849671,5.188216,5,0,40,2,2,0.839254,1,9.98407,1,1,0,1,2,0
2,2.86944,2.162325,5,2,40,0,2,5,0,9.258626,0,1,1,1,0,0
2,4.490277,4.443589,5,0,32.543979,2,2,4,1,11,0,1,1,1,2,1
1,6.923593,4,5,0,38.341718,2,2,15.411965,0,11,0,1,2,1,2,1
2,4.508219,4.485834,5,0,40,2,2,11.915191,0,15,1,1,2,1,2,1
2,4.472775,5.260113,5,1,37.728205,2,11.154528,3,1,15,2,1,1,1,1,1
3,2.774,4,5,0,40,1,2,13.658185,0,10.182818,0,1,1,1,2,0
3,5.509498,5.56035,1.956243,2,37.04233,0,2,3,1,11,0,0,0,1,0,0
3,3.809232,2.708187,5,1,30.08929,2,2,13.574064,0,12,0,1,1,1,2,1
2,4.547856,6.138105,5,2,40,0,2,3,0,11,0,0,1,0,2,0
3,2.953695,4.414376,5,0,37.630887,0,2,3,0,11,0,1,1,1,2,0
3,6.390642,4.594457,4.491309,0,38.528447,2,2,3,0,11,2,1,1,1,2,1
1,5.905942,5.725971,5,0,34.578692,1,2,4,0,11,0,1,1,1,2,1
2,3.311131,2.29173,4.426779,1,40,2,2,4,1,15,2,1,1,1,2,1
1,5.210537,6.8808,5,0,33.586231,2,2,5,0,12,2,1,2,1,2,1
2,5.650686,4.295717,5,1,37.648788,2,2,3,0,11,0,1,1,1,2,1
1,1.993609,4,5,0,37.541145,0,8.365354,15.42788,1,10.235783,1,1,0,1,1,0
2,4.406615,4.734397,5,0,40,2,2,3,0,11,1,1,2,1,2,1
1,4.474995,2.951925,2.847558,2,38.289446,2,0.928184,3,0,12,1,1,1,1,0,0
3,3.635591,4,5,2,31.98236,2,2,4,0,9.875987,2,1,2,1,2,1
2,2.011321,2.412089,5,0,38.23128,2,2,5,1,11,0,1,2,1,2,1
3,3.907916,4,5,0,32.933833,2,2,3,0,12,0,1,2,1,0,1
2,3.99781,2.981019,5,1,40,2,2,3,0,15,0,1,1,1,2,1
3,3.074147,4.656763,1.98122,0,40,1,2,5,0,12,0,1,1,1,2,0
3,1.9959,2.130502,4.582988,0,37.968473,2,2,10.79055,1,13,2,1,1,1,2,1
1,4.206186,2.111642,5,1,37.840463,2,2,3,0,11,2,1,1,1,2,1
1,2.000236,4,5,1,38.403059,2,2,3,0,11,2,1,1,1,2,0
3,6.414892,4.557332,5,2,38.119198,2,2,3,0,12,1,1,2,1,2,1
2,4.52317,3.081343,5,0,37.719505,2,10,5,0,11,2,1,2,1,2,1
2,4.465391,3.489852,4.578154,0,40,2,2,3,0,13,1,1,2,1,0,1
2,2.037448,2.000088,5,0,33.524109,2,2,5,1,11,0,1,1,1,2,1
2,4.500968,4,5.1,0,34.419463,2,2,5,0,11,2,1,1,1,2,1
3,4.040018,4,5,0,40,2,11.796723,4,0,11,1,1,1,1,2,1
2,2.022948,4.458864,5,0,38.349151,1,2,3,0,11,1,1,1,1,1,0
3,2.001113,3.141752,5,0,34.49772,2,14,1.125148,1,9.616535,2,1,0,1,1,1
3,3.282396,4,5,0,32.28127,2,2,3,0,15,0,1,1,1,2,1
3,2.008729,2.198072,5,0,37.283856,0,2,3,0,9.390538,0,1,1,1,0,0
2,4.409593,4,5,0,40,2,2,4,0,11,1,1,1,1,2,1
2,3.693363,3.16973,2.046693,2,40,0,2,3,1,12,1,1,0,1,2,0
1,5.481377,5.056682,5,0,40,2,2,4,0,12,1,1,2,1,2,1
2,4.446395,2.283091,5,2,40,0,2,30.286944,0,11,0,0,1,1,0,0
2,4.458404,4,5,2,33.758071,2,2,4,1,11,0,1,1,1,2,1
2,4.501517,5.613766,1.989228,0,32.727867,2,2,4,0,11,2,1,2,1,1,1
2,6.211801,4,5,0,35.095363,2,2,3,0,9.879877,2,1,2,1,2,1
2,4.542299,5.22214,5,1,34.793684,2,2,5,0,11,2,1,2,1,1,1
2,4.471492,5.244389,5,0,40,2,2,4,0,10.24515,0,1,2,1,2,1
3,3.527183,6.253001,5,0,40,2,2,1.233152,0,11,0,1,0,1,1,0
1,3.876764,4.41408,5,2,40,0,6.487507,2.757749,0,15,2,1,1,1,2,0
2,4.383262,4,5,0,40,2,2,20.343108,0,13,1,1,2,1,2,1
3,4.53034,4,5,0,40,2,2,3,0,15,1,1,2,1,2,1
3,2.733631,2.106793,3.693282,0,40,0,2,3,0,15,0,1,0,1,2,0
2,4.589054,4,5,1,37.873483,2,2,3,1,11,1,1,1,1,2,1
3,2.023342,2.281781,1.985561,0,40,2,2,3,0,9.4115,0,1,1,1,2,0
2,4.001551,4,4.573462,0,40,2,2,4,1,13,1,1,1,1,2,1
2,5.650435,5.915082,5,0,40,2,2,-1.425773,0,11,1,1,2,1,1,1
3,1.985349,2.129973,5,1,40,2,2,3,0,13,0,1,1,1,2,0
3,3.563739,4,5.1,0,33.557725,2,2,8.185539,0,12,2,1,2,1,2,1
2,6.103359,5.67984,5,0,40,2,2,3,0,12,1,1,2,1,2,1
1,2.028241,1.915058,5,2,40,2,2,3,0,9.62924,0,0,0,0,0,0
2,4.541196,4,4.348608,0,37.29468,2,5.83606,2.476004,0,9.816178,2,1,1,1,1,1
2,4.79161,4,5,1,37.364338,2,2,4,0,11,0,1,0,1,1,1
2,4.336708,4.565805,5,0,30.686945,2,2,3,0,11,1,1,2,1,2,1
1,6.541587,4,5,0,38.227176,2,2,2.018165,0,15,0,1,2,1,2,1
1,3.964101,3.175081,5,0,40,2,2,6.459533,0,12,2,1,1,1,1,1
1,4.528979,6.314504,5,0,40,0,2,3,0,9.341308,2,1,0,1,1,0
2,4.47306,4,5,2,40,0,2,3,0,8.752089,0,0,1,0,1,0
3,3.456578,5.733653,5,0,40,2,2,1.899455,0,11,0,1,2,1,2,1
3,3.737196,4,5,1,37.520256,2,2,9.875306,1,12,0,1,1,1,2,1
3,5.289805,4,5,1,37.532786,2,2,3,0,11,2,1,1,1,2,1
2,4.553077,4.662876,5,1,38.254548,2,2,20.396818,0,9.637536,0,1,2,1,2,1
3,7.218352,4.561039,5,1,40,2,2,3,0,11,0,1,1,1,2,1
3,3.694048,4,5,0,37.749424,1,2,3,0,11,2,1,1,1,2,1
2,4.491821,4.472006,5,0,40,2,2,3,0,11,1,1,1,1,2,1
2,4.438953,4,5,0,33.314477,1,2,3,0,13,2,1,1,1,2,1
2,3.704008,7.113494,5,0,40,2,2,3,0,11,0,1,1,1,2,1
2,2.765103,3.448866,4.483991,0,37.795702,2,2,3,1,15,0,1,1,1,2,1
3,5.90883,4.552102,5,1,40,2,10,1.155281,0,10.6886,1,1,2,1,2,1
1,3.171155,4,5,0,38.303099,2,2,4,0,12,0,1,2,1,2,1
2,1.974405,4.539817,5,0,35.36485,2,2,3,1,12,0,1,1,1,0,1
3,6.047382,4.365055,5,1,40,2,2,3,0,11,1,1,1,1,2,1
1,2.580545,2.679174,5,1,37.503617,2,10,3,1,12,0,1,1,1,2,1
2,4.538579,4.333485,5,0,40,2,2,5,0,12,1,1,1,1,2,1
1,1.97967,4,5,0,40,0,2,3,1,9.908011,2,0,0,0,0,0
3,5.289927,4,5,0,40,2,2,3,0,11,0,1,2,1,2,1
3,3.976568,4,4.66361,0,40,2,2,9.053201,1,15,0,1,0,1,0,1
2,2.922077,2.897424,5.1,1,40,2,10,4,0,13,2,1,1,1,2,1
1,2.064688,4,5,2,36.80351,1,2,4,0,11,1,1,1,1,2,0
2,2.019285,4.234884,5,0,40,0,2,3,0,11,0,0,1,1,2,0
2,2.030657,4.524091,2.759673,0,38.042984,2,2,3,1,9.791086,2,1,1,1,1,1
1,3.83027,6.085648,5,0,37.986997,2,2,5,0,11,0,1,1,1,2,1
2,6.420385,3.127428,5,0,40,2,2,3,0,11,0,1,2,1,2,1
2,4.490143,6.144815,5,1,40,2,2,5,1,11,0,1,1,1,0,1
1,2.846687,4,5,2,37.403963,2,2,3,0,10.194243,0,1,0,1,2,0
2,1.979083,2.522803,2.180508,0,32.755832,2,2,3,1,15,1,1,1,1,2,1
1,1.978178,4,5,0,37.654142,0,10,4,0,9.079645,0,1,1,1,2,0
3,6.509656,5.111627,5,0,40,2,2,3,0,9.883787,0,1,2,1,2,1
2,5.42679,4.841132,5,0,36.841551,2,2,3,0,11,2,1,2,1,2,1
1,1.992649,4,5,0,38.046434,2,2,3,0,9.53795,1,1,1,1,0,0
2,2.765998,6.85516,5,0,40,1,2,3,0,11,1,0,0,1,0,0
3,4.846582,6.545594,2.043688,0,40,2,10,14.627815,0,12,1,1,1,1,1,1
2,4.486631,4,5,1,32.380989,2,2,5,0,9.840283,1,1,2,1,1,1
3,3.832404,4,5,0,40,2,14,2.655148,0,11,1,1,2,1,2,1
1,2.637556,4,2.045417,2,40,0,2,3,0,10.279833,0,0,0,1,0,0
2,5.920357,3.335494,5,0,40,2,2,3,0,11,1,1,0,1,1,1
3,2.030983,2.090478,5,0,40,0,2,10.973273,1,13,0,0,0,0,0,0
2,3.822631,3.107995,5,0,40,0,2,3,0,9.265485,0,0,1,0,2,0
2,3.856432,4.527365,5,2,40,2,2,3,0,10.411839,1,1,2,1,2,1
3,4.64001,3.313272,5,0,40,0,2,3,0,10.138806,0,1,1,1,2,0
1,2.025828,4,5,2,37.882201,2,4.774263,1.312811,0,9.750023,1,1,1,1,2,0
2,4.455757,4.36669,5,0,32.822909,2,2,5,0,12,2,1,1,1,2,1
2,4.163726,4,5,0,37.811934,0,2,3,1,12,1,0,0,1,0,0
3,6.326286,4.844377,5,0,37.555334,2,2,22.934341,0,10.495835,0,1,1,1,2,1
2,6.06407,5.695486,5,0,40,2,2,3,0,12,1,0,2,1,2,1
3,5.897754,3.275406,5,0,38.390212,2,2,-2.270455,0,10.014676,0,1,1,1,2,1
3,4.390542,4.683738,5,0,37.879067,2,2,3,1,11,2,1,2,1,2,1
2,4.389884,4.768626,5,1,30.821239,2,2,4,0,12,2,1,1,1,2,1
1,3.720986,2.391903,5,0,37.259444,2,2,3,0,11,1,1,1,1,1,1
2,3.085757,3.233489,5,2,39,0,5.983239,3,0,9.778816,2,1,1,1,0,0
3,1.950065,2.868197,5,0,38.487767,2,2,3,1,12,2,1,1,1,2,1
2,5.259814,4.388842,5,2,31.454566,2,10,4,0,12,1,1,2,1,2,1
1,2.536284,3.300412,5,2,40,2,2,4,0,11,1,0,1,1,2,0
1,5.883844,4,5,0,34.641548,2,2,5,0,12,2,1,1,1,2,1
3,1.973397,2.431607,3.513406,0,33.633071,0,2,3,0,9.05093,2,1,1,1,2,0
2,2.04857,4.386587,5,0,34.930268,2,2,4,0,12,2,1,1,1,2,1
2,6.675434,4.353042,4.505575,0,37.428164,2,2,4,0,11,1,1,1,1,1,1
2,2.570139,4,5,0,40,2,2,5,0,15,1,1,2,1,2,1
2,4.389004,3.028576,5,0,31.232159,0,2,3,0,11,1,0,0,1,0,0
1,4.789049,4.37405,5,0,36.411921,2,2,4,0,11,2,1,1,1,2,1
3,5.75222,4.433882,5,2,40,1,2,14.438962,1,9.532676,1,0,0,1,0,0
2,6.368443,2.676726,5,2,40,0,2,3,0,12,1,1,1,1,2,0
2,3.838267,6.611304,4.632274,0,33.072246,2,2,3,0,15,2,1,1,1,2,1
3,3.671577,4,5,0,33.166458,2,2,3,0,11,0,1,2,1,2,1
2,4.517459,4.261972,5,0,40,2,2,4,1,11,2,1,2,1,2,1
2,4.556627,4,5,0,40,0,2,3,1,9.548344,2,0,0,0,0,0
2,4.119529,5.096828,2.019717,0,40,0,2,5,0,9.842776,1,0,1,1,2,0
2,3.504422,6.552197,5,1,40,2,10,4,0,9.585571,2,0,1,0,1,0
1,3.614394,3.469372,5,0,37.966203,2,2,4,0,11,0,1,2,1,2,1
2,4.328768,4.578033,5,0,37.305754,2,2,4,0,12,1,1,2,1,2,1
3,3.357517,4,5,0,40,2,2,-9.914803,0,11,1,1,1,1,2,1
2,3.816073,2.910447,5,1,34.905859,2,2,5,0,11,0,1,2,1,2,1
3,2.756755,2.332197,5,1,40,2,2,3,0,9.430982,1,1,1,1,2,0
2,4.486541,4,5,0,40,2,2,5,0,11,1,1,0,1,1,1
3,2.009464,2.515789,2.078283,0,40,1,2,2.1368,1,10.13172,0,0,0,1,0,0
2,3.094943,4.590698,5,0,40,2,7.308648,3,0,12,1,1,1,1,1,1
2,4.462904,4,5,0,37.638291,2,2,3,0,12,0,1,1,1,2,1
2,1.991268,4.478945,5,0,40,2,2,3,0,9.698035,0,1,1,1,2,0
1,7.744333,2.404616,2.038474,2,40,2,2,3,0,13,2,0,1,0,1,0
3,3.763626,4,5,2,35.396958,2,2,3,0,11,2,1,1,1,2,1
3,4.066185,6.554709,5,0,40,2,2,4,1,12,0,1,1,1,2,1
2,1.99209,4.538447,5,0,40,2,2,5,1,11,0,1,2,1,2,1
2,4.549887,4,5,0,40.80212,2,2,5,0,11,0,1,1,1,2,1
3,4.382164,4.575317,5,2,40,2,2,3,0,11,1,1,1,1,2,1
2,5.448353,2.315909,5,1,34.20623,2,11.146708,5,0,11,1,1,2,1,2,1
3,3.852613,4,5,0,40,2,2,3,0,12,1,1,1,1,1,1
1,1.962647,4,5,2,37.697191,2,2,12.761172,0,11,1,1,1,1,2,0
3,3.703233,2.315492,5,0,39,2,2,-2.46746,0,15,1,1,2,1,2,1
2,4.551652,4.981203,5,0,40,2,2,3,0,11,2,1,1,1,2,1
